Location,Area (sqft),Bedrooms,Bathrooms,Parking Spaces,Age of Property (years),Floor,Total Floors,Furnishing,Property Type,Nearby Metro (Y/N),Price (Lakhs)
Sarjapur Road,2343,3,4,2,17,7,7,Unfurnished,Independent House,N,179.6
HSR Layout,2776,4,3,0,21,2,4,Unfurnished,Independent House,N,213.14
HSR Layout,1537,2,2,2,1,2,6,Semi-Furnished,Independent House,Y,86.07
Electronic City,4079,3,3,3,8,3,6,Fully-Furnished,Independent House,Y,256.85
JP Nagar,1339,3,3,1,1,2,3,Semi-Furnished,Independent House,N,58.77
Basavanagudi,2939,3,3,2,19,4,4,Unfurnished,Apartment,N,128.59
JP Nagar,645,2,1,0,13,7,10,Unfurnished,Independent House,N,40.18
Yelahanka,2312,5,3,0,21,3,5,Fully-Furnished,Independent House,Y,120.61
Kengeri,4499,3,4,1,7,2,4,Semi-Furnished,Apartment,Y,304.18
Bellandur,4883,1,5,1,20,4,9,Unfurnished,Independent House,Y,216.18
JP Nagar,3422,5,1,1,26,7,9,Semi-Furnished,Apartment,N,263.37
Marathahalli,2167,5,1,0,22,1,1,Unfurnished,Apartment,Y,116.84
Marathahalli,2692,5,1,3,26,2,8,Unfurnished,Independent House,N,176.32
Electronic City,3940,3,4,3,15,2,2,Fully-Furnished,Independent House,Y,292.38
Ulsoor,3379,3,4,2,14,1,1,Unfurnished,Independent House,Y,139.57
Basavanagudi,910,3,2,2,11,2,7,Semi-Furnished,Apartment,N,55.1
BTM Layout,3238,1,5,0,5,3,3,Fully-Furnished,Independent House,N,246.51
Jayanagar,3592,3,1,1,17,1,1,Semi-Furnished,Independent House,N,373.37
Indiranagar,2308,4,2,3,6,1,1,Unfurnished,Apartment,N,210.44
Koramangala,1591,5,3,3,5,9,9,Fully-Furnished,Independent House,Y,107.76
HSR Layout,1739,2,3,3,21,2,6,Fully-Furnished,Apartment,N,93.43
Malleshwaram,3501,5,1,0,28,1,1,Semi-Furnished,Independent House,N,248.81
Kengeri,1591,5,3,2,25,2,3,Semi-Furnished,Apartment,Y,102.06
Malleshwaram,4090,1,5,1,16,2,9,Fully-Furnished,Apartment,Y,252.66
Basavanagudi,612,4,2,0,2,1,4,Semi-Furnished,Apartment,N,26.26
Sarjapur Road,3039,4,3,3,26,3,3,Fully-Furnished,Apartment,N,239.58
Koramangala,2455,3,2,2,18,4,10,Unfurnished,Apartment,Y,173.97
Kengeri,4418,5,3,0,12,1,8,Semi-Furnished,Apartment,N,318.82
Indiranagar,3473,5,3,3,24,1,1,Unfurnished,Apartment,Y,180.99
HSR Layout,1573,4,3,2,6,1,8,Fully-Furnished,Apartment,N,75.21
Koramangala,2937,4,3,1,28,3,8,Unfurnished,Independent House,Y,224.92
Ulsoor,2512,2,2,3,30,1,2,Fully-Furnished,Apartment,N,191.74
Sarjapur Road,3053,4,5,2,6,6,9,Unfurnished,Independent House,Y,127.95
Jayanagar,2247,3,5,3,13,1,4,Semi-Furnished,Apartment,Y,170.68
Bannerghatta Road,3433,2,5,2,5,4,8,Fully-Furnished,Apartment,Y,137.78
Marathahalli,2925,5,4,3,15,3,4,Unfurnished,Apartment,Y,138.46
Hebbal,3582,4,3,1,19,2,3,Unfurnished,Independent House,Y,191.69
Electronic City,1259,4,3,1,30,9,9,Fully-Furnished,Independent House,N,60.22
Indiranagar,4596,4,5,2,16,4,8,Semi-Furnished,Independent House,Y,473.1
HSR Layout,2829,2,1,0,25,6,6,Semi-Furnished,Apartment,Y,160.76
Electronic City,2959,1,1,2,7,4,6,Fully-Furnished,Apartment,Y,122.1
Kengeri,3305,5,3,2,8,3,9,Fully-Furnished,Independent House,N,243.29
Rajajinagar,1531,3,2,2,21,2,3,Semi-Furnished,Independent House,N,103.83
Basavanagudi,3429,3,1,1,30,3,3,Semi-Furnished,Independent House,Y,205.87
Malleshwaram,2572,2,4,3,19,1,3,Fully-Furnished,Apartment,N,210.65
Sarjapur Road,807,2,3,0,12,2,5,Semi-Furnished,Apartment,N,47.21
Malleshwaram,1704,2,1,0,8,1,1,Fully-Furnished,Independent House,Y,129.23
HSR Layout,3308,1,4,2,17,2,8,Unfurnished,Apartment,N,156.62
Jayanagar,4292,1,3,3,8,7,9,Fully-Furnished,Apartment,N,441.99
Malleshwaram,3569,3,2,1,9,3,6,Semi-Furnished,Independent House,Y,237.73
Marathahalli,2331,4,3,2,28,3,4,Fully-Furnished,Apartment,N,112.58
Electronic City,3013,5,4,2,25,2,8,Fully-Furnished,Independent House,Y,159.47
Ulsoor,1272,2,3,3,26,2,5,Semi-Furnished,Independent House,Y,53.27
Rajajinagar,3675,2,1,3,28,4,10,Fully-Furnished,Independent House,N,177.88
HSR Layout,1731,2,5,3,15,5,5,Semi-Furnished,Independent House,Y,107.67
Indiranagar,719,3,3,0,2,7,10,Fully-Furnished,Independent House,N,56.68
Malleswaram,645,2,3,3,0,1,5,Unfurnished,Independent House,Y,50.64
Ulsoor,1460,5,3,1,26,2,4,Unfurnished,Apartment,N,101.9
HSR Layout,2535,3,4,0,27,5,9,Unfurnished,Independent House,N,117.33
Malleshwaram,1087,3,1,1,20,2,9,Fully-Furnished,Apartment,Y,84.84
Kengeri,1609,5,2,1,14,4,6,Semi-Furnished,Independent House,N,69.79
Electronic City,4554,4,3,3,24,5,10,Fully-Furnished,Independent House,N,305.63
Bellandur,3842,2,4,3,1,3,3,Unfurnished,Apartment,N,241.42
Bellandur,1805,4,5,1,14,6,8,Fully-Furnished,Apartment,N,131.07
JP Nagar,4358,5,1,2,20,1,3,Fully-Furnished,Apartment,Y,178.85
Ulsoor,2647,4,2,2,5,1,2,Semi-Furnished,Apartment,N,178.05
HSR Layout,951,4,4,3,22,5,5,Unfurnished,Independent House,N,54.67
JP Nagar,830,2,4,0,15,6,6,Semi-Furnished,Independent House,N,42.3
HSR Layout,940,5,2,3,18,1,3,Semi-Furnished,Apartment,Y,62.12
Rajajinagar,4098,1,1,0,10,1,6,Fully-Furnished,Independent House,N,177.89
Bellandur,1133,5,1,0,19,4,5,Semi-Furnished,Independent House,N,48.3
Yelahanka,3101,2,5,2,13,1,1,Fully-Furnished,Apartment,Y,142.55
Rajajinagar,2668,4,2,2,16,1,10,Unfurnished,Independent House,N,174.05
Ulsoor,4668,5,3,3,20,4,5,Unfurnished,Apartment,N,293.19
Bannerghatta Road,4245,5,3,0,8,2,5,Fully-Furnished,Independent House,Y,244.76
Malleshwaram,822,5,1,0,15,1,4,Fully-Furnished,Independent House,N,47.8
Yelahanka,4754,4,2,2,24,2,4,Semi-Furnished,Apartment,Y,231.77
HSR Layout,2984,2,2,2,19,6,8,Unfurnished,Apartment,N,235.95
Sarjapur Road,2186,1,4,0,17,5,5,Semi-Furnished,Independent House,N,94.7
Malleswaram,4126,4,2,2,21,5,10,Fully-Furnished,Independent House,N,226.21
BTM Layout,2347,5,2,0,3,3,4,Fully-Furnished,Independent House,N,119.91
Indiranagar,3847,4,2,0,12,1,4,Fully-Furnished,Independent House,N,388.22
JP Nagar,764,5,3,2,27,7,10,Semi-Furnished,Apartment,N,34.99
Yelahanka,4091,4,1,2,9,2,6,Unfurnished,Apartment,N,303.14
Electronic City,3901,5,1,3,5,8,8,Unfurnished,Independent House,N,294.02
Jayanagar,2455,1,1,3,6,4,8,Semi-Furnished,Apartment,Y,187.81
Sarjapur Road,3182,1,5,1,6,8,10,Unfurnished,Independent House,Y,194.58
HSR Layout,4324,1,3,2,9,4,8,Semi-Furnished,Independent House,N,242.91
Koramangala,1358,3,5,1,13,6,10,Semi-Furnished,Independent House,Y,137.17
Indiranagar,2349,1,5,1,11,1,1,Fully-Furnished,Independent House,N,203.76
Malleshwaram,4689,3,1,1,20,1,2,Unfurnished,Independent House,Y,303.5
Kengeri,1398,1,4,3,14,8,8,Fully-Furnished,Apartment,N,94.18
Whitefield,1351,5,3,0,16,4,6,Fully-Furnished,Apartment,N,89.21
Electronic City,3420,1,5,0,4,2,10,Fully-Furnished,Apartment,Y,222.07
Ulsoor,2973,2,1,1,7,3,7,Unfurnished,Apartment,Y,183.75
Basavanagudi,1547,5,2,2,16,1,3,Unfurnished,Independent House,N,84.38
Marathahalli,3210,2,3,0,27,1,2,Unfurnished,Apartment,Y,187.83
JP Nagar,4639,5,1,0,3,3,7,Fully-Furnished,Independent House,Y,242.73
Kengeri,1312,4,1,0,15,5,10,Fully-Furnished,Apartment,N,55.36
Malleswaram,923,5,3,2,2,4,8,Fully-Furnished,Apartment,Y,63.89
Kengeri,4888,4,4,1,9,2,7,Semi-Furnished,Apartment,N,245.69
Sarjapur Road,4524,5,1,1,29,1,1,Unfurnished,Independent House,Y,222.94
Bannerghatta Road,3060,2,3,2,23,3,3,Unfurnished,Independent House,N,227.75
Sarjapur Road,3267,2,5,2,6,2,2,Fully-Furnished,Apartment,Y,152.09
Marathahalli,692,4,2,3,1,6,7,Semi-Furnished,Apartment,N,35.85
JP Nagar,1517,3,1,3,19,6,10,Semi-Furnished,Independent House,N,107.27
JP Nagar,4332,1,5,1,19,5,10,Unfurnished,Independent House,Y,285.47
Ulsoor,876,2,1,1,0,2,10,Unfurnished,Apartment,Y,36.44
Indiranagar,3538,5,4,3,23,2,2,Fully-Furnished,Apartment,Y,309.33
Ulsoor,3528,2,2,2,7,6,8,Fully-Furnished,Apartment,Y,243.97
HSR Layout,4433,2,3,1,15,1,1,Semi-Furnished,Apartment,N,346.32
Bannerghatta Road,1848,1,1,2,19,1,1,Unfurnished,Independent House,N,78.85
HSR Layout,3946,4,5,1,1,2,2,Fully-Furnished,Independent House,Y,309.73
Malleswaram,2366,1,2,1,5,3,3,Unfurnished,Independent House,Y,170.47
Sarjapur Road,2524,1,4,2,6,4,7,Unfurnished,Apartment,N,105.38
BTM Layout,4038,3,5,2,15,2,4,Fully-Furnished,Independent House,N,218.35
Kengeri,1819,4,3,1,16,1,3,Unfurnished,Apartment,Y,134.45
Kengeri,1009,4,5,3,25,1,9,Semi-Furnished,Independent House,N,64.37
Bellandur,3642,5,1,3,30,7,10,Unfurnished,Independent House,N,239.6
Electronic City,4228,2,4,0,2,3,10,Semi-Furnished,Apartment,N,190.98
Koramangala,3598,4,4,3,5,2,7,Unfurnished,Apartment,N,315.32
Basavanagudi,3660,4,1,0,14,3,4,Fully-Furnished,Apartment,N,273.84
Koramangala,2638,4,3,2,2,2,2,Unfurnished,Apartment,Y,189.09
Basavanagudi,2930,2,4,2,2,9,9,Fully-Furnished,Independent House,Y,145.24
Koramangala,3988,2,3,0,3,3,4,Fully-Furnished,Apartment,Y,257.25
Malleswaram,2342,2,5,3,0,1,2,Unfurnished,Independent House,Y,150.29
Kengeri,4926,5,2,0,11,2,8,Semi-Furnished,Independent House,N,232.38
Sarjapur Road,3533,3,4,2,16,1,4,Semi-Furnished,Independent House,Y,191.31
Malleshwaram,4503,1,1,3,24,4,10,Fully-Furnished,Independent House,N,317.37
Jayanagar,719,5,3,2,12,1,8,Unfurnished,Apartment,Y,44.95
Bannerghatta Road,1520,5,5,2,23,7,7,Semi-Furnished,Apartment,N,86.84
Indiranagar,2133,2,3,0,13,2,8,Fully-Furnished,Independent House,N,118.14
Malleswaram,3029,3,3,3,11,2,4,Unfurnished,Apartment,N,189.24
BTM Layout,2138,5,1,0,20,4,4,Unfurnished,Independent House,N,87.99
Indiranagar,4783,3,3,1,20,6,8,Semi-Furnished,Independent House,Y,415.6
Jayanagar,2435,5,5,2,9,1,1,Fully-Furnished,Independent House,N,132.27
Bellandur,1459,3,4,3,24,7,7,Semi-Furnished,Independent House,N,95.21
Indiranagar,3892,3,2,3,28,1,1,Semi-Furnished,Apartment,N,271.18
Hebbal,2113,4,1,2,15,5,9,Unfurnished,Independent House,Y,161.98
Kengeri,1053,2,4,3,1,2,10,Semi-Furnished,Apartment,N,61.87
Sarjapur Road,4427,5,4,0,13,1,3,Semi-Furnished,Apartment,N,313.96
Kengeri,672,4,5,0,13,5,8,Fully-Furnished,Independent House,Y,28.99
BTM Layout,4019,2,2,3,3,2,6,Unfurnished,Apartment,Y,213.03
Yelahanka,4674,4,2,3,22,4,10,Unfurnished,Independent House,Y,239.54
Kengeri,3460,2,3,1,12,4,6,Fully-Furnished,Independent House,Y,167.01
Malleswaram,1691,2,4,2,20,3,3,Unfurnished,Apartment,Y,104.35
Indiranagar,3104,4,1,1,4,1,10,Semi-Furnished,Independent House,N,215.28
Sarjapur Road,699,4,4,2,22,6,8,Unfurnished,Apartment,N,54.92
Bellandur,2300,1,3,0,19,1,2,Unfurnished,Independent House,Y,118.94
Bannerghatta Road,2853,5,5,1,18,1,7,Semi-Furnished,Apartment,Y,206.03
Ulsoor,4725,4,3,1,27,1,1,Unfurnished,Apartment,N,224.65
Malleshwaram,4624,1,2,2,3,5,10,Unfurnished,Apartment,Y,246.72
Whitefield,3011,4,4,1,2,3,4,Unfurnished,Apartment,Y,140.44
BTM Layout,1831,2,5,1,4,1,1,Fully-Furnished,Independent House,Y,108.19
Ulsoor,2700,4,5,1,30,5,6,Fully-Furnished,Independent House,N,172.79
Jayanagar,3745,4,3,1,18,1,6,Fully-Furnished,Independent House,N,199.61
Malleswaram,4788,4,5,1,26,5,7,Semi-Furnished,Apartment,Y,226.8
Basavanagudi,2857,4,1,2,1,4,5,Unfurnished,Apartment,Y,147.81
Rajajinagar,1246,3,3,2,17,2,7,Unfurnished,Apartment,N,75.66
BTM Layout,1349,3,1,2,11,1,3,Unfurnished,Independent House,Y,70.57
Ulsoor,3522,1,2,0,9,2,4,Semi-Furnished,Independent House,Y,180.74
Malleswaram,3216,5,5,0,13,5,8,Unfurnished,Apartment,N,247.71
Malleswaram,2684,1,4,0,10,3,3,Semi-Furnished,Independent House,Y,129.63
Sarjapur Road,4833,4,2,0,13,7,8,Unfurnished,Independent House,Y,349.63
Electronic City,2433,3,1,2,3,4,8,Fully-Furnished,Apartment,Y,180.04
Marathahalli,971,2,3,3,14,8,8,Semi-Furnished,Independent House,N,62.03
Electronic City,4920,5,3,2,1,9,9,Unfurnished,Independent House,N,282.66
Koramangala,2907,4,3,1,12,3,4,Unfurnished,Apartment,N,196.07
Malleshwaram,2928,3,4,0,23,3,5,Unfurnished,Apartment,N,253.37
HSR Layout,3571,1,1,1,1,1,1,Semi-Furnished,Independent House,Y,251.83
Ulsoor,4912,3,3,1,4,2,2,Unfurnished,Apartment,N,335.53
Bellandur,746,5,4,0,12,7,10,Fully-Furnished,Apartment,Y,55.03
Sarjapur Road,3304,4,4,1,15,2,2,Fully-Furnished,Independent House,N,132.89
Jayanagar,2987,1,3,3,0,5,8,Fully-Furnished,Apartment,Y,175.72
Ulsoor,3081,1,5,2,14,2,3,Unfurnished,Independent House,Y,188.36
Indiranagar,3225,4,2,2,24,9,9,Fully-Furnished,Apartment,Y,209.26
Rajajinagar,4012,2,4,2,30,8,10,Semi-Furnished,Independent House,Y,216.23
Kengeri,2768,1,3,2,25,2,5,Semi-Furnished,Apartment,N,212.06
Electronic City,4855,3,2,2,22,4,10,Semi-Furnished,Independent House,Y,334.21
Ulsoor,3078,1,5,3,1,1,10,Unfurnished,Independent House,Y,166.15
Malleshwaram,2041,2,3,0,4,4,7,Semi-Furnished,Independent House,N,188.72
Electronic City,2422,3,3,1,30,1,2,Fully-Furnished,Apartment,Y,109.32
Malleshwaram,3125,4,2,2,5,2,4,Semi-Furnished,Apartment,N,245.38
Malleshwaram,1604,2,4,1,0,2,6,Fully-Furnished,Apartment,Y,117.33
JP Nagar,2255,3,2,1,27,1,1,Fully-Furnished,Apartment,N,134.58
JP Nagar,1190,1,5,1,22,2,9,Unfurnished,Independent House,N,58.73
Bannerghatta Road,2915,1,1,2,19,6,6,Unfurnished,Apartment,Y,191.68
Yelahanka,2597,2,5,3,19,2,7,Semi-Furnished,Independent House,Y,182.0
Kengeri,1273,5,2,1,27,6,9,Unfurnished,Apartment,N,73.26
Electronic City,3960,4,5,1,26,7,7,Unfurnished,Independent House,Y,231.81
Malleshwaram,871,4,4,1,2,2,7,Unfurnished,Apartment,Y,73.77
Marathahalli,1516,3,3,1,19,4,5,Semi-Furnished,Independent House,Y,62.23
Marathahalli,1749,2,2,3,22,1,2,Unfurnished,Apartment,Y,70.74
Yelahanka,4211,1,5,2,0,1,2,Fully-Furnished,Independent House,Y,234.88
Marathahalli,2715,3,2,0,4,1,2,Semi-Furnished,Independent House,N,187.91
Yelahanka,799,1,3,3,9,8,8,Semi-Furnished,Apartment,N,37.96
Electronic City,2090,3,5,2,20,8,8,Unfurnished,Independent House,N,102.68
Malleshwaram,801,3,5,1,0,1,1,Semi-Furnished,Apartment,N,41.71
HSR Layout,4486,4,4,0,12,4,5,Fully-Furnished,Apartment,Y,342.18
Electronic City,1358,2,1,2,15,1,3,Semi-Furnished,Independent House,Y,82.22
Ulsoor,4362,5,2,0,16,3,5,Semi-Furnished,Apartment,Y,193.95
Whitefield,3478,3,2,1,30,2,8,Semi-Furnished,Apartment,N,209.19
Indiranagar,1443,4,4,0,18,7,9,Semi-Furnished,Independent House,N,85.21
Bellandur,4575,3,1,3,15,5,8,Semi-Furnished,Apartment,N,325.68
Sarjapur Road,2563,1,2,2,9,9,9,Semi-Furnished,Independent House,Y,128.07
Electronic City,1336,3,3,3,17,3,5,Unfurnished,Independent House,N,91.54
Rajajinagar,4383,5,5,1,22,1,1,Unfurnished,Apartment,Y,190.68
Yelahanka,1303,4,1,3,23,5,5,Fully-Furnished,Apartment,Y,87.04
Electronic City,1855,5,2,3,8,4,8,Fully-Furnished,Independent House,Y,84.8
Bellandur,3686,1,4,0,16,4,10,Unfurnished,Apartment,Y,150.72
Malleswaram,2190,3,1,3,6,1,2,Semi-Furnished,Independent House,Y,150.52
Hebbal,2663,5,5,3,29,6,6,Unfurnished,Independent House,Y,175.39
Marathahalli,1378,4,4,0,14,1,2,Fully-Furnished,Independent House,Y,72.16
HSR Layout,1522,5,2,0,25,7,7,Unfurnished,Apartment,Y,76.78
Kengeri,4958,4,1,0,13,1,4,Fully-Furnished,Independent House,Y,254.73
Malleshwaram,2037,2,4,1,13,2,2,Semi-Furnished,Apartment,N,184.16
Koramangala,1579,1,4,1,10,4,6,Unfurnished,Apartment,Y,84.55
Hebbal,738,2,1,1,18,5,8,Semi-Furnished,Independent House,Y,43.15
Indiranagar,1918,1,3,3,12,1,8,Unfurnished,Apartment,Y,160.82
Marathahalli,3539,5,4,3,4,2,3,Fully-Furnished,Apartment,Y,260.2
Ulsoor,2342,2,3,0,21,1,1,Unfurnished,Independent House,Y,166.17
BTM Layout,4234,1,5,3,30,1,2,Semi-Furnished,Apartment,N,209.08
HSR Layout,3452,1,4,1,22,1,1,Semi-Furnished,Independent House,Y,243.58
Malleswaram,2081,5,4,0,5,2,3,Fully-Furnished,Apartment,Y,120.49
Hebbal,2984,1,5,3,16,7,8,Fully-Furnished,Apartment,N,123.55
BTM Layout,1534,2,2,0,21,2,2,Unfurnished,Apartment,Y,89.97
Whitefield,4697,1,1,3,12,5,5,Unfurnished,Apartment,N,305.26
Whitefield,1066,2,1,2,15,2,8,Fully-Furnished,Apartment,N,61.31
Whitefield,2352,1,3,2,22,1,3,Unfurnished,Independent House,N,159.29
Malleswaram,4435,2,1,2,5,1,8,Semi-Furnished,Apartment,N,269.04
Whitefield,2408,1,2,1,18,5,6,Semi-Furnished,Apartment,Y,161.36
Kengeri,961,2,2,1,24,7,8,Semi-Furnished,Independent House,Y,55.51
Marathahalli,3125,4,4,1,0,2,3,Unfurnished,Apartment,N,159.41
Indiranagar,3928,2,5,3,16,1,9,Unfurnished,Apartment,Y,282.98
Sarjapur Road,1205,5,4,1,0,7,9,Fully-Furnished,Apartment,N,48.44
Basavanagudi,1028,5,2,0,6,8,10,Fully-Furnished,Apartment,Y,44.84
Indiranagar,1927,1,4,1,21,1,6,Semi-Furnished,Independent House,Y,110.49
HSR Layout,4852,5,1,1,24,7,10,Fully-Furnished,Apartment,N,315.11
Marathahalli,890,1,3,2,28,2,3,Fully-Furnished,Apartment,Y,69.4
Basavanagudi,742,2,3,3,10,2,10,Unfurnished,Apartment,N,36.76
Indiranagar,3622,3,1,1,3,3,4,Semi-Furnished,Apartment,N,271.2
Koramangala,3316,2,3,2,3,1,1,Unfurnished,Independent House,N,309.51
Marathahalli,4488,1,3,0,27,1,8,Unfurnished,Independent House,N,201.76
Malleswaram,1104,2,2,3,5,1,2,Fully-Furnished,Independent House,Y,54.21
Koramangala,2590,2,4,1,23,1,1,Fully-Furnished,Independent House,N,203.96
Basavanagudi,1110,3,1,3,18,4,6,Fully-Furnished,Independent House,N,61.81
Kengeri,3582,3,4,1,10,3,4,Unfurnished,Independent House,N,161.62
Bellandur,914,2,1,2,10,2,2,Fully-Furnished,Independent House,Y,43.29
Malleswaram,4781,3,3,1,10,3,3,Semi-Furnished,Apartment,N,343.5
Kengeri,1469,4,5,3,24,7,9,Unfurnished,Independent House,N,107.55
BTM Layout,4264,1,5,3,11,1,2,Fully-Furnished,Apartment,N,259.13
Marathahalli,2564,3,2,3,16,6,9,Fully-Furnished,Apartment,N,175.15
Jayanagar,1666,1,1,3,9,2,5,Fully-Furnished,Apartment,Y,104.7
Yelahanka,1889,5,3,3,29,6,9,Unfurnished,Apartment,N,77.1
Sarjapur Road,3598,5,5,0,15,2,5,Fully-Furnished,Independent House,N,174.13
Sarjapur Road,2939,2,5,2,10,2,3,Fully-Furnished,Independent House,N,158.62
Marathahalli,4603,3,4,3,29,1,6,Unfurnished,Independent House,Y,262.11
Malleshwaram,2589,4,3,3,29,1,5,Unfurnished,Independent House,N,169.69
Basavanagudi,2908,3,4,1,29,1,9,Semi-Furnished,Independent House,N,155.67
Bannerghatta Road,3263,4,2,0,21,4,4,Semi-Furnished,Apartment,Y,254.61
Hebbal,4922,3,3,2,4,7,7,Semi-Furnished,Apartment,N,225.67
Ulsoor,4595,3,2,2,28,2,2,Fully-Furnished,Apartment,N,241.71
Kengeri,3358,4,4,0,0,4,8,Unfurnished,Apartment,Y,144.04
Jayanagar,2479,5,2,2,0,2,4,Fully-Furnished,Independent House,Y,196.97
Rajajinagar,1003,2,5,2,20,10,10,Fully-Furnished,Independent House,Y,65.17
Malleswaram,1651,3,2,0,24,1,1,Unfurnished,Apartment,N,67.43
Malleshwaram,3538,3,5,2,19,3,3,Unfurnished,Apartment,N,320.91
Indiranagar,3019,4,3,3,12,1,1,Unfurnished,Apartment,Y,175.91
JP Nagar,3712,2,1,3,16,8,8,Semi-Furnished,Apartment,Y,279.39
Yelahanka,3751,3,1,1,18,2,7,Fully-Furnished,Independent House,Y,177.44
Bannerghatta Road,3666,2,1,1,15,2,10,Unfurnished,Apartment,N,209.44
Rajajinagar,2092,3,3,3,15,6,8,Unfurnished,Apartment,N,92.71
Kengeri,4560,4,3,3,1,1,1,Semi-Furnished,Apartment,N,336.62
Bellandur,1647,5,2,1,30,5,5,Semi-Furnished,Independent House,N,126.4
Koramangala,4147,2,5,1,30,3,4,Semi-Furnished,Independent House,Y,425.07
Basavanagudi,1410,1,2,2,2,8,9,Fully-Furnished,Independent House,Y,106.73
BTM Layout,4926,1,3,0,1,2,3,Fully-Furnished,Apartment,N,368.64
JP Nagar,1144,1,3,3,7,1,4,Fully-Furnished,Independent House,N,79.78
BTM Layout,2453,1,2,1,28,2,2,Fully-Furnished,Independent House,N,116.82
Rajajinagar,693,2,2,1,15,1,5,Fully-Furnished,Independent House,Y,38.45
Koramangala,1970,4,3,1,11,2,2,Fully-Furnished,Independent House,Y,130.51
JP Nagar,1209,3,4,0,22,4,7,Semi-Furnished,Apartment,Y,91.0
Indiranagar,1034,2,4,1,14,1,2,Unfurnished,Apartment,N,59.01
Yelahanka,4588,5,1,2,23,1,2,Unfurnished,Apartment,N,290.06
Electronic City,4644,3,2,2,29,4,7,Unfurnished,Independent House,Y,251.32
Malleswaram,3272,2,3,1,10,7,7,Semi-Furnished,Independent House,Y,209.26
Koramangala,1291,4,4,2,26,1,2,Unfurnished,Independent House,N,72.95
HSR Layout,4591,5,2,2,25,2,3,Semi-Furnished,Apartment,Y,268.94
Bellandur,2340,2,5,2,23,2,2,Fully-Furnished,Apartment,N,126.64
Basavanagudi,4963,5,3,2,4,1,4,Fully-Furnished,Independent House,Y,264.51
Indiranagar,1068,2,2,2,21,1,2,Semi-Furnished,Independent House,N,72.63
JP Nagar,3375,2,1,1,4,6,6,Fully-Furnished,Independent House,Y,232.85
Electronic City,2447,3,2,3,8,1,1,Unfurnished,Apartment,N,172.57
Malleswaram,1538,4,1,2,24,2,3,Fully-Furnished,Independent House,N,74.52
Ulsoor,3051,4,3,2,28,2,9,Unfurnished,Independent House,Y,229.01
HSR Layout,4086,1,2,0,2,8,8,Unfurnished,Independent House,N,285.55
HSR Layout,4775,2,4,0,14,1,6,Unfurnished,Apartment,Y,272.99
Malleshwaram,4228,4,4,3,19,3,3,Unfurnished,Independent House,N,380.4
BTM Layout,2616,5,2,3,11,4,5,Fully-Furnished,Independent House,Y,129.07
BTM Layout,3973,5,2,2,23,5,10,Fully-Furnished,Independent House,Y,251.94
Jayanagar,2786,3,3,1,2,1,1,Fully-Furnished,Apartment,Y,247.57
Sarjapur Road,1567,5,3,3,4,3,4,Semi-Furnished,Apartment,N,69.37
Marathahalli,924,3,5,2,24,1,3,Unfurnished,Independent House,Y,73.58
Malleshwaram,3121,3,4,0,16,3,9,Semi-Furnished,Independent House,Y,213.55
Jayanagar,1670,1,2,3,27,6,6,Unfurnished,Independent House,Y,154.25
Electronic City,1739,5,2,1,7,1,1,Semi-Furnished,Independent House,Y,89.47
Malleswaram,2453,4,5,0,19,1,6,Unfurnished,Apartment,Y,101.72
Yelahanka,2845,5,5,2,18,3,5,Semi-Furnished,Apartment,N,189.47
Bellandur,1770,2,5,2,22,2,7,Unfurnished,Independent House,Y,88.88
Whitefield,3666,4,4,3,29,3,8,Semi-Furnished,Apartment,Y,226.02
Hebbal,1720,3,3,3,7,1,6,Semi-Furnished,Apartment,Y,78.01
Kengeri,2506,3,2,0,20,2,6,Fully-Furnished,Apartment,N,103.54
Kengeri,4062,3,2,2,6,1,6,Semi-Furnished,Apartment,Y,178.47
Malleswaram,3795,1,5,3,25,5,5,Unfurnished,Independent House,N,270.99
Malleswaram,1912,4,2,0,17,5,5,Unfurnished,Independent House,N,105.73
Kengeri,2265,1,3,2,24,8,10,Semi-Furnished,Independent House,Y,165.89
Ulsoor,4130,1,1,2,11,5,7,Fully-Furnished,Independent House,N,196.26
Yelahanka,3673,5,1,1,27,7,9,Semi-Furnished,Independent House,N,208.85
Hebbal,3416,3,5,0,19,3,9,Unfurnished,Apartment,Y,149.49
Indiranagar,4776,1,3,1,6,4,6,Fully-Furnished,Independent House,N,321.67
Malleswaram,2784,2,5,3,23,8,9,Unfurnished,Apartment,Y,197.93
Marathahalli,770,5,4,3,17,4,5,Fully-Furnished,Apartment,Y,39.46
Ulsoor,2729,2,4,1,3,1,2,Semi-Furnished,Independent House,Y,137.38
Rajajinagar,3303,4,2,0,30,8,8,Unfurnished,Apartment,N,236.05
Malleshwaram,3286,5,2,0,2,1,2,Unfurnished,Independent House,N,226.94
Yelahanka,2363,2,3,0,17,1,7,Unfurnished,Independent House,Y,141.03
Malleshwaram,3971,5,1,1,30,3,9,Semi-Furnished,Apartment,Y,334.14
Bellandur,2453,3,1,3,6,3,3,Fully-Furnished,Apartment,Y,175.63
Whitefield,1394,2,3,2,1,6,7,Fully-Furnished,Apartment,N,61.18
Whitefield,1554,1,3,2,19,2,6,Fully-Furnished,Apartment,N,82.95
Electronic City,4891,1,3,1,24,2,2,Unfurnished,Independent House,Y,226.44
Kengeri,3599,1,2,2,15,10,10,Semi-Furnished,Apartment,Y,169.72
Yelahanka,1874,3,2,1,23,4,8,Semi-Furnished,Independent House,N,131.99
